path,git_mode,object_type,git_object_hash,size_bytes,baseline_commit,immutable_legacy,claim_allowed
docs/FIRST_REAL_PILOT_RUNBOOK_V4.md,100644,blob,3f9366f26c26029c6c8c2a99bdfb782eaecc4d95,171,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_CIFAR10_FEATURE_EXTRACTION_T4X2_NOTEBOOK_GUIDE.md,100644,blob,b8c804e1ad3e8137b1c27c24e28e803d1be01593,2202,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_CIFAR10_GENERATION_T4X2_NOTEBOOK_GUIDE.md,100644,blob,e31f813e53e7db700242d22afc0899796cce3db1,1750,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_T4X2_CIFAR10_GENERATION_R1A.md,100644,blob,509fb503e34c9a053443e5ed30d2cf41918670fb,5761,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_T4X2_FEATURE_EXTRACTION_RUNBOOK_R0.md,100644,blob,6bd793fa62a37cf8216d6f46ab25b23c842210e9,3674,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_T4X2_FEATURE_EXTRACTION_RUNTIME_ESTIMATES_V6.md,100644,blob,e884bb04dcff86ee3eff287302fdeeda2e21b33c,673,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_T4X2_GENERATION_RUNTIME_ESTIMATES_V6.md,100644,blob,a2901a0ac4b7039572bd3b6c2306b441560c508c,825,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/KAGGLE_T4X2_PARALLEL_SEED_GENERATION_RUNBOOK_R0.md,100644,blob,18a8ba6dd9404c42254aa74314c59fe2ed00959c,2538,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/METRIC_REPRODUCTION_AUDIT.md,100644,blob,9881493c134377ae322a15b0be9bd83bd6cb1891,385,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/METRIC_REPRODUCTION_AUDIT_GUIDE.md,100644,blob,f1f99a7892a1cd8997565987b26944afe2b3e99a,280,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/NO_RESULTS_YET.md,100644,blob,9c3f63b452d941ad630acbdb8da902c2d9373d5d,232,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/OPTIONAL_STOPPING_LAB_V3.md,100644,blob,005f8650f4d8e6607a16b7afee8dc9f6756bbbcb,1642,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/PAPER_ARTIFACTS_V4.md,100644,blob,b8208ed410e8f4ea225464a464a77c551e0d5e20,138,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/PILOT_REPORT_CARD_TEMPLATE.md,100644,blob,341d90dd5694e46a4e9002129c39a6d943315ca4,282,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/PREPROCESSING_LOCKS_V4.md,100644,blob,ca738113d0e65299f9d83c49bb1f621544004b6e,243,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/PROVENANCE_LEDGER_GUIDE.md,100644,blob,fec17377822b66f63cd99db472a6fc070fe109a2,346,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/PROVENANCE_LEDGER_VALIDATION.md,100644,blob,acab7dd4ad39747f514d34ca11c255d5b2549b95,313,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_COMMAND_INDEX.md,100644,blob,11f86fbc52a37a2650898efc53a4cc3dcfc391de,1418,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_CPU_GPU_AUDIT.md,100644,blob,8aec4d32381c615bd7bda63047513f5c955060fd,3534,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_CPU_GPU_EXECUTION_POLICY.md,100644,blob,4d71ea3f4d859cd5f6303947c06c44b59c898bf5,1835,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_CPU_PROVENANCE_VALIDATION.md,100644,blob,19e5021489cb5cb52b61193050313ef02c44ce75,541,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_RUNTIME_ESTIMATES_CPU_AND_KAGGLE_T4X2.md,100644,blob,0a3d1508cca8fdef7c2e4e05b64f774629c210dd,2571,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_TECHNICAL_CORRECTION_AUDIT.md,100644,blob,de7df9fc398541fdd4b83e89776b913e76aa74c6,4876,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R0_TECHNICAL_CORRECTION_REPORT.md,100644,blob,872f33660d04c5be5eeb13dc806a380db36c0854,4019,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1A_CIFAR10_GENERATION_RUNTIME_ESTIMATES.md,100644,blob,7b5b1d8878f7b49bfb9769cbe665e8073cb836c7,1397,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1A_CIFAR10_SAMPLE_MATERIALIZATION_POLICY.md,100644,blob,08f7fc206604001da1a5b7c70d433d615ca0b1d5,2079,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1A_SAMPLE_MATERIALIZATION_AUDIT.md,100644,blob,b62624397dab7fea3fa8ffae3e2612689ef0c4f9,2106,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1B_GENERATION_PACKAGE_AUDIT.md,100644,blob,768cbcb58f2ae29ffe5c2a1cf600d96a8108419a,1359,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1C_KAGGLE_FEATURE_EXTRACTION_REPORT.md,100644,blob,ceb8ec00c8a5ba0deeee50fa29d0a022583d035c,406,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1D_METRIC_REPRODUCTION_REPORT.md,100644,blob,46592fbf24faedf94d1a2756e570f6896acb1077,2117,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1E_FIRST_CERTIFICATE_PILOT_REPORT.md,100644,blob,879cc4d60fb32c470de752f7997f912bbdd4485a,609,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1E_FIRST_PILOT_AUDIT.md,100644,blob,30786efae10919a0d7f48137cad784ca5f6dc235,809,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1_CIFAR10_REAL_PILOT_READINESS.md,100644,blob,fc4ed3e83ff1a9980993a549732844a6ae663a41,6542,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1_CPU_VALIDATION.md,100644,blob,68fcf737433ad7d5a9b9f300e564fb1cd9d768df,1776,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1_OPTIONAL_STOPPING_LAB.md,100644,blob,3b4c2f38465826929c3281e9010d700feca470ac,1642,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R1_SOURCE_SELECTION_AND_PROVENANCE_REPORT.md,100644,blob,80acbbd0c95e4b8c45c7b371d33ac9677378d5de,6501,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R2_SCALE_GO_NOGO_REPORT.md,100644,blob,b58757cbcb94ea218f684e89d2d78a7d205527d4,274,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R3_MULTI_BENCHMARK_AVAILABILITY_REPORT.md,100644,blob,bc69033bcd4ec0a13f0a84a1efaf52deaa985baa,296,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R4_PAPER_INJECTION_AUDIT.md,100644,blob,b732214a45d9a36342038945c79390f7dbbb2a03,252,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/R4_RESULT_ELIGIBILITY_REPORT.md,100644,blob,e9da5f407ac6666fed8b990fec2198f17d54add3,222,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REAL_RUN_PROVENANCE_PIPELINE_V4.md,100644,blob,86f2383cf50a74775463efd28a152191b8371382,166,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/RELATED_WORK_TASK_BOARD_V4.md,100644,blob,f75fd323d4c9a7822de00a21aa862936ead95c5e,567,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/RELATED_WORK_TODO.md,100644,blob,2de12fb25532ac8519f36391b9a2a8a6bb46a210,397,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/RELEASE_SAFETY_V4.md,100644,blob,9849eed8ce4da6a097febbee1d7c9e90abbac37f,183,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REPORTED_CLAIM_TRACE_GUIDE_V4.md,100644,blob,870f58657c3a8e7045684bff275b65ae121dc1be,183,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REPRODUCIBILITY_CAPSULE_V1.md,100644,blob,928ceb27bccc911068b14902fb1042ff5ee3a0c6,666,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REPRODUCIBILITY_CAPSULE_V3.md,100644,blob,2af88ed6514534560e7988cbc065c3cd8b6a57d2,560,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REPRODUCIBILITY_CAPSULE_V4.md,100644,blob,09951d6834ba0e9192cd783480382b6ea63cfef0,239,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REVIEWER_ATTACKS_V1.md,100644,blob,e4073c3ba6d064c382e38d6582bfb59e170e7a5a,707,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/REVIEWER_ATTACKS_V4.md,100644,blob,a9e271b8fe435ce0066de17891da1c6965553020,113,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/RUNBOOK_V1.md,100644,blob,ea878dbc727b7ef51d0c05f16b04b4ee3d17408a,274,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/SMOKE_CERTIFICATE_CARD.md,100644,blob,5df0c763c756dbece38dec68081895db19232bae,931,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/TROUBLESHOOTING_V3.md,100644,blob,837573aee62c71ae1926282bc04225280e38db8d,446,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_CERTIFICATE_CORE_REPORT.md,100644,blob,b94d900cfc63d09fa5626b5fd0fb1d04cc0e9747,585,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_FID_POLICY_REPORT.md,100644,blob,25609250ecbf6d51ccdf5408c2d0b2502ac5d02e,422,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_FINAL_AUDIT.md,100644,blob,14883b9e365c09e2ab68f0ae22af6d03b5bc269a,1346,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_METRICS_FOUNDATION_REPORT.md,100644,blob,43c512f5a5ae6534b8e9e8432e5375294435f6cb,478,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_PILOT_REGISTRY_REPORT.md,100644,blob,59b7327a6f3dbbc026cf10d858d1dc38035f5812,324,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_REPORTING_REPRODUCIBILITY_REPORT.md,100644,blob,ab3c7f5d21da8a33204f194e1442b5a89d68028d,372,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_SCHEMA_AND_GATE_REPORT.md,100644,blob,cbe879e5fa3c2cf114a6075c0810c91601eb2d41,533,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V1_SINGLE_FILE_HANDOFF.md,100644,blob,3301233f3e0060f8b9542d3d146f349542733f66,2102,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_CLEAN_METRIC_CERTIFICATE_API.md,100644,blob,cec2aad04bdc4d9b3842a128e0736e9ce7fd4b61,628,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_CONFIDENCE_SEQUENCE_CORE.md,100644,blob,32fc803ff44a00fc1ee622ffe081b0c82a820807,676,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_FEATURE_CACHE_CONTRACT.md,100644,blob,5ea973a1fa21f19401a033deea3bdd22226cec4b,391,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_FID_POLICY.md,100644,blob,4e36f8c916d434aaaa6f940357654927f25ab742,669,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_FINAL_AUDIT.md,100644,blob,f29171a1ad8036250bad54f014318f5946cf8a29,1271,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_FIRST_PILOT_DRY_RUN.md,100644,blob,040b861800cf5ea79f45041424388072b30af06c,424,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_FIRST_PILOT_PLAN.md,100644,blob,c06a495a025c6fd26c5a2f722e9530662bd94b86,492,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_FIXTURE_POLICY.md,100644,blob,c35bc5164aa0761aa20b5b498097c5afe3b02d46,271,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_MMD_STREAMS.md,100644,blob,1863e853ef0c807c4043a7493dd31972c373615c,553,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_OPTIONAL_STOPPING_LAB.md,100644,blob,ff28438ba38acd7b2e76f65fe1da73c89d07dfaf,1500,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_REGISTRY_SCHEMA.md,100644,blob,e4c27f8ed933b3535d7dbb5f951c015ae7008037,406,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_REPORTING.md,100644,blob,cbb183ad97f82bed9dd3afe63dab0afe503faf2c,355,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_SINGLE_FILE_HANDOFF.md,100644,blob,9a3af3c479dff79ef45f28ea094f74ba37490742,1528,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V2_STATISTICAL_CORE_DESIGN.md,100644,blob,9793c69e80a325b68c4234d013a39a3de968ac81,1284,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_AVAILABILITY_TABLE.md,100644,blob,cc63438f2854366d6510aebc0eee3f4a31173b1b,260,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_FINAL_AUDIT.md,100644,blob,ddbaa7ea483353b50bc2044d28735a66ff7712c7,2059,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_GLOBAL_RULES.md,100644,blob,46ca825e50c369922e0d6e0540cf8d9924b03d4c,646,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_INTAKE_AUDIT.md,100644,blob,26073b5aae53b7761a4746f29621a92664188af3,1050,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_REGISTRY_GUIDE.md,100644,blob,49feab11cefd95754d4b413c7b955181de77e885,271,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_REGISTRY_VALIDATION.md,100644,blob,04815d81235bd4a5af746e5f1c0aecec16e10f56,149,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_RUNBOOK.md,100644,blob,bfa8ec21a4b1c6366a991b7a820beb14b2474781,419,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V3_SINGLE_FILE_HANDOFF.md,100644,blob,9df0af01db87713b86f0b0b15331fb5edf204e1f,1433,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_ADVANCED_CERTIFICATION.md,100644,blob,32cb55d5543f76e2105935a466530dde1ba05581,169,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_BATCH_CERTIFICATE_REPORT.md,100644,blob,ef87c7cb3e523459a403395730039e351e1fd452,518,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_DECIDEDNESS_AUDIT.md,100644,blob,62b579a5b661e84697bf421d5ce9c17c04f13b46,125,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_FINAL_AUDIT.md,100644,blob,73fe1313950449083889cddec24dd4d079862c8a,4844,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_FIRST_REAL_PILOT_REPORT.md,100644,blob,32254f7949a083f5bea26c95faca9f698e9c6f55,161,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_METRIC_REPRODUCTION_AUDIT.md,100644,blob,996964f99b704ebb8ddcf7b55fa67adc2c9138a4,385,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_PAPER_ARTIFACTS_REPORT.md,100644,blob,1b40640fc6b5bb6b863534c8faa360cb44abbc56,120,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_RANKING_STABILITY_REPORT.md,100644,blob,e0b737a357a1c55ab01379829792ba3bb9d231a1,109,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_REAL_RUN_PLAN.md,100644,blob,42e1c8dbe08b0dc21eb02544bb354543e795a97a,355,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_RELEASE_SAFETY_REPORT.md,100644,blob,279c2f52f056af527324623d5de3a52e4cbccf0d,1096,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_SINGLE_FILE_HANDOFF.md,100644,blob,3f7be036d1dd82309e94250bb9dfbad304f573a2,3141,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V4_STATE_INTAKE_AUDIT.md,100644,blob,61c1598f5989736d9ca23321843e6e2f82283a5a,12614,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V5_FINAL_AUDIT.md,100644,blob,ecfa17e5f8fbc8f18252ccd63d048f1cc3a94621,2707,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V5_RELEASE_SAFETY_REPORT.md,100644,blob,83aebf54e5a77af9f2210a6618b19281143d7a33,121,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V5_SINGLE_FILE_HANDOFF.md,100644,blob,b8d02f40b0135053700220119e9d9806a90ab6c5,3423,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V5_STATE_INTAKE.md,100644,blob,977f40e0bca61b73fabca89affafba9f2ef975f3,968,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V5_STOP_CONDITION.md,100644,blob,175940480d893fea78fa268d17c519fb94dd7c95,405,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V6_CPU_AND_KAGGLE_MASTER_EXECUTION_RUNBOOK.md,100644,blob,6ee6016cec531096bb883d0e46c35b05972a759f,4723,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_CHECKPOINT_ADAPTER_FAILURE_PLAYBOOK.md,100644,blob,f7f0188c1f471b61a8533ab365a3a2fab2038e87,227,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_CIFAR_REFERENCE_ONRAMP_REPORT.md,100644,blob,34bb03418501cf88302346ba1b9efa8d2103bcb9,342,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_EXECUTION_DASHBOARD.md,100644,blob,57fb93ada8b3714a2549daf25b22f6b50531a0b7,299,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_EXECUTION_DEVELOPMENT_AUDIT.md,100644,blob,5b3df616aa419b347cdf92a2a3541e87e64cd65b,402,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_EXECUTION_UPGRADE_PLAN.md,100644,blob,1eda7a1dbe8f1f2a6949bc23bd0163101471852a,337,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_FIRST_PILOT_LIMITATIONS.md,100644,blob,eda7bd572a2cdc4bd012996a6e96bef5b1ea84a0,181,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_FIRST_PILOT_REPORT.md,100644,blob,f441d6f3c6b2329f752853caebe007c6a7707fa7,245,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_IMPORT_RECOVERY_REPORT.md,100644,blob,4125e932aa2e2a428dbd8af78db56b11979c22ae,156,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_KAGGLE_COPYBACK_AND_RECOVERY.md,100644,blob,b0d925d126fb9096c9cc560c9c1bbab8598b5ada,354,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_KAGGLE_DATASET_UPLOAD_GUIDE.md,100644,blob,7c326f0a6964a45ed433acd4013ee67c3376b93b,274,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_KAGGLE_FEATURE_EXTRACTION_BOOKRUN_GUIDE.md,100644,blob,a547fd6392dfb234209674bcbb797b6c4d18e036,280,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_KAGGLE_GENERATION_BOOKRUN_GUIDE.md,100644,blob,7abb10ee40ff8368134ceec6b23d0c54fcf03882,235,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_METRIC_SANITY_GATE_REPORT.md,100644,blob,4b867a55d7b910cf6b5c9798081b50be20650449,185,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_MULTI_BENCHMARK_CANDIDATE_ONRAMP.md,100644,blob,106319ae920c7ab8ec2fd63c80a7f39d94e27b28,159,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_NOTEBOOK_QUALITY_REPORT.md,100644,blob,a0dd2953acca798c073a20147d8dabd4e15d9222,328,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_PAPER_RESULT_GATE_REPORT.md,100644,blob,6598379856960366c12a0b620b41fee97e4b6a6f,95,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_REPO_HEALTH_AND_ARCHIVE_REPORT.md,100644,blob,7d6f46de45aade2b734efb49a6c5efe5b8c163fb,212,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_SCALE_LANES_1K_10K_50K.md,100644,blob,3b57563282a2dac2db3e143b131114bd8e5bbb55,303,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V7_SINGLE_FILE_HANDOFF.md,100644,blob,c6f52a5d8df851f83b53294d40c8384271f02afb,588,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V8_KAGGLE_COPYBACK_AND_IMPORT_GUIDE.md,100644,blob,5779f21fcb72250f34e000372d108961ace939f1,533,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_CIFAR_REFERENCE_SUPER_ONRAMP.md,100644,blob,1aefd0323cb2e91c04822028d9e84a85ba8d4df7,1105,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_EXACT_NEXT_ACTION.md,100644,blob,a1cfe79b1dae1f7ab6b510b33150fc5e45fdc27f,899,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_EXECUTION_DASHBOARD.md,100644,blob,c714aed77bdfe2fed44a011fe66e27e553534d1d,1315,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_EXECUTION_SUPERCHARGER_AUDIT.md,100644,blob,ffa136f5c86b99d81dbe357a5a3340298f47f7b4,3109,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_KAGGLE_CHECKPOINT_PREFLIGHT_GUIDE.md,100644,blob,0caed0269e9a42b6c9aed4f66bbabd87fa0cf04a,928,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_KAGGLE_FEATURE_EXTRACTION_HARDENED_GUIDE.md,100644,blob,287d5c81ef20b8d85db063c174f2dffce769684f,903,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_KAGGLE_GENERATION_HARDENED_GUIDE.md,100644,blob,908a8b2bfdba623c9a63fa6ba4ba4c7d2d797051,832,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_NOTEBOOK_STATIC_ANALYSIS.md,100644,blob,290e134f5d585214a060cea8a6a1ce6f4e817ed2,462,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_PAPER_FIREWALL_REPORT.md,100644,blob,06a8f3500dd5970a4cbbe5c830d0bea02a49fef1,145,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_REPO_SNAPSHOT_AND_WORKTREE_STATUS.md,100644,blob,72c27d87b063a5ca373b82e86e6b800696d491c8,919,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/V9_RUNTIME_BUDGET_PLAN.md,100644,blob,1b0ceb4bb76c6e178540f62f2cb3ce19ca4d0598,498,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/ANALYSIS_PLAN_AMENDMENT_POLICY.md,100644,blob,7f8d5aa4b264b6ca0b400c1165ba1975be465268,368,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/ANALYSIS_PLAN_LOCK_V5.md,100644,blob,9fa4966d6a4793a6341f88b98043a6d4e3a5803c,377,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_CERTIFICATE_LINEAGE_CARD.md,100644,blob,9542cfdfbbd204b0baa50ad5190daeeb0054f765,371,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_CLAIM_EVIDENCE_PROTOCOL.md,100644,blob,23fd1aaf5d8904ae84da1d05bb8cff4d714c3863,469,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_COMPUTE_ACCOUNTING_CONTRACT.md,100644,blob,37dc7ce58782f78942f3e830fd2d8996637b1233,571,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_COMPUTE_ACCOUNTING_PROTOCOL.md,100644,blob,187148fb4df6db6c5c7e8f81a9ecd9f6419f5c5b,511,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_CROSS_FEATURE_AGREEMENT_PROTOCOL.md,100644,blob,54cde8799568caf40367b5cc9bef047348017449,736,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_CROSS_FEATURE_CONSENSUS_POLICY.md,100644,blob,f446fca8c3a7731b6e886c5982aa30308ce1a68e,491,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_FIGURE_TABLE_DATA_CONTRACTS.md,100644,blob,453e292dd2eee573bb82d0ce1116559e6af6881a,529,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_PARTIAL_RANKING_PROVENANCE.md,100644,blob,a278fac4387fcf42fbd71854b379233b8c574c71,659,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_PILOT_STOP_GO_PROTOCOL.md,100644,blob,231c5605da5e8c4d69c1f2f8d36ba5c0f820cfbe,527,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_POINT_VS_CERTIFIED_RANKING_CONTRACT.md,100644,blob,850785407b5472dc29abb5dc6c4c1b78dcabdb4d,528,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_QUALITATIVE_GALLERY_CONTRACT.md,100644,blob,abd37af8d556f960f032c715d20d5f97ffe01186,544,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_RANKING_STABILITY_PROTOCOL.md,100644,blob,faf716cb2990f75c86fa183be460a4b8ea87e520,572,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/CERTGEN_RESOLUTION_PLANNING_PROTOCOL.md,100644,blob,58b9dd094974a3a452b4364a53086f267dc3c301,494,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/analysis/PREREGISTRATION_V5.md,100644,blob,20dffd516d47f4f7baad8dbbc7f235e9c596010c,508,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/engineering/CERTGEN_ARCHITECTURE_AUDIT.md,100644,blob,5ce067b6f32105cd9a8bad2392edf529bc0a3af3,5452,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/engineering/CERTGEN_CANONICAL_INTERFACE.md,100644,blob,996e015996bae5406b135a2e69f2c4c90edc64b3,3144,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/engineering/CERTGEN_CVPR_CANONICAL_ARCHITECTURE.md,100644,blob,79c2f9e3346c6b924c5bf63c779788642d695b3a,572,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/engineering/CERTGEN_CVPR_CLI_REFERENCE.md,100644,blob,7a0fa56fefacf39680ec84688200ca92baa51e1b,761,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/execution/CERTGEN_ARTIFACT_DRIVEN_NEXT_ACTION.md,100644,blob,516b0e3947c395e8a32022d853f87ef1dbc7de4d,497,64175fc355175ff316d0213c811d543865d119d2,False,False
docs/execution/CERTGEN_BATCH_AND_OOM_PROTOCOL.md,100644,blob,4def6a44076df15c8ef18af725f7651b94a6b454,751,64175fc355175ff316d0213c811d543865d119d2,False,False
